CM_ÁÎÐÒ_À âèòoê=1107(121107) 3 ôeâpaëÿ 2020ã.s8 Ha÷.Kaäp=0   date=3 2 2020
                 1    ,       2    ,      3    ,      4    ,
     t           MMPTCT      MMPTCT      ÃPAÄ C      MMPTCT  t_ÁOPTOBOE   BÈTOK
 7:31:16.743         ~           ~           ~     740.27441  7:31:15.531  1107
 7:31:17.040         ~           ~      25.00970         ~    7:31:15.829  1107
 7:31:17.061         ~     739.42999         ~           ~    7:31:15.851  1107
 7:31:17.782   739.77777         ~           ~           ~    7:31:16.574  1107
 7:31:18.100         ~           ~           ~     740.27441  7:31:16.893  1107
 7:31:18.397         ~           ~      25.00970         ~    7:31:17.166  1107
 7:31:18.418         ~     734.78174         ~           ~    7:31:17.187  1107
 7:31:19.139   734.71979         ~           ~           ~    7:31:17.895  1107
 7:31:19.458         ~           ~           ~     740.27441  7:31:18.234  1107
 7:31:19.755         ~           ~      25.00970         ~    7:31:18.531  1107
 7:31:19.776         ~     739.42999         ~           ~    7:31:18.553  1107
 7:31:20.497   734.71979         ~           ~           ~    7:31:19.276  1107
 7:31:20.815         ~           ~           ~     740.27441  7:31:19.595  1107
 7:31:21.112         ~           ~      25.00970         ~    7:31:19.893  1107
 7:31:21.133         ~     734.78174         ~           ~    7:31:19.914  1107
 7:31:21.854   734.71979         ~           ~           ~    7:31:20.638  1107
 7:31:22.173         ~           ~           ~     740.27441  7:31:20.957  1107
 7:31:22.470         ~           ~      25.00970         ~    7:31:21.255  1107
 7:31:22.491         ~     739.42999         ~           ~    7:31:21.276  1107
 7:31:23.212   734.71979         ~           ~           ~    7:31:23.000  1107
 7:31:23.530         ~           ~           ~     740.27441  7:31:22.319  1107
 7:31:23.827         ~           ~      25.00970         ~    7:31:22.617  1107
 7:31:23.848         ~     739.42999         ~           ~    7:31:22.638  1107
 7:31:24.569   734.71979         ~           ~           ~    7:31:23.361  1107
 7:31:24.888         ~           ~           ~     740.27441  7:31:23.680  1107
 7:31:25.185         ~           ~      25.00970         ~    7:31:23.978  1107
 7:31:25.206         ~     734.78174         ~           ~    7:31:24.000  1107
 7:31:25.927   734.71979         ~           ~           ~    7:31:24.687  1107
 7:31:26.245         ~           ~           ~     740.27441  7:31:25.021  1107
 7:31:26.542         ~           ~      25.00970         ~    7:31:25.319  1107
 7:31:26.563         ~     734.78174         ~           ~    7:31:25.340  1107
 7:31:27.284   734.71979         ~           ~           ~    7:31:26.063  1107
 7:31:27.603         ~           ~           ~     740.27441  7:31:26.382  1107
 7:31:27.900         ~           ~      25.00970         ~    7:31:26.680  1107
 7:31:27.921         ~     734.78174         ~           ~    7:31:26.702  1107
 7:31:28.642   734.71979         ~           ~           ~    7:31:27.425  1107
 7:31:28.960         ~           ~           ~     740.27441  7:31:27.744  1107
 7:31:29.257         ~           ~      25.00970         ~    7:31:28.042  1107
 7:31:29.278         ~     734.78174         ~           ~    7:31:28.063  1107
 7:31:29.999   734.71979         ~           ~           ~    7:31:28.787  1107
 7:31:30.318         ~           ~           ~     740.27441  7:31:29.106  1107
 7:31:30.615         ~           ~      25.00970         ~    7:31:29.404  1107
 7:31:30.636         ~     734.78174         ~           ~    7:31:29.425  1107
 7:31:31.357   739.77777         ~           ~           ~    7:31:30.125  1107
 7:31:31.675         ~           ~           ~     740.27441  7:31:30.437  1107
 7:31:31.972         ~           ~      25.00970         ~    7:31:30.729  1107
 7:31:31.993         ~     734.78174         ~           ~    7:31:30.750  1107
 7:31:32.714   734.71979         ~           ~           ~    7:31:31.489  1107
 7:31:33.033         ~           ~           ~     740.27441  7:31:31.808  1107
 7:31:33.330         ~           ~      25.00970         ~    7:31:32.106  1107
 7:31:33.351         ~     739.42999         ~           ~    7:31:32.127  1107
 7:31:34.072   734.71979         ~           ~           ~    7:31:32.851  1107
 7:31:34.390         ~           ~           ~     740.27441  7:31:33.170  1107
 7:31:34.687         ~           ~      25.00970         ~    7:31:33.468  1107
 7:31:34.708         ~     734.78174         ~           ~    7:31:33.489  1107
 7:31:35.429   734.71979         ~           ~           ~    7:31:34.212  1107
 7:31:35.748         ~           ~           ~     740.27441  7:31:34.531  1107
 7:31:36.045         ~           ~      25.00970         ~    7:31:34.829  1107
 7:31:36.066         ~     734.78174         ~           ~    7:31:34.851  1107
 7:31:36.787   739.77777         ~           ~           ~    7:31:35.574  1107
 7:31:37.105         ~           ~           ~     740.27441  7:31:35.893  1107
 7:31:37.402         ~           ~      25.00970         ~    7:31:36.191  1107
 7:31:37.423         ~     734.78174         ~           ~    7:31:36.212  1107
 7:31:38.144   734.71979         ~           ~           ~    7:31:36.936  1107
 7:31:38.463         ~           ~           ~     740.27441  7:31:37.229  1107
 7:31:38.760         ~           ~      25.00970         ~    7:31:37.520  1107
 7:31:38.781         ~     734.78174         ~           ~    7:31:37.541  1107
 7:31:39.502   739.77777         ~           ~           ~    7:31:38.276  1107
 7:31:39.820         ~           ~           ~     740.27441  7:31:38.595  1107
 7:31:40.117         ~           ~      25.00970         ~    7:31:38.893  1107
 7:31:40.138         ~     734.78174         ~           ~    7:31:38.914  1107
 7:31:40.859   734.71979         ~           ~           ~    7:31:39.638  1107
 7:31:41.178         ~           ~           ~     740.27441  7:31:39.957  1107
 7:31:41.475         ~           ~      25.00970         ~    7:31:40.255  1107
 7:31:41.496         ~     734.78174         ~           ~    7:31:40.276  1107
 7:31:42.217   739.77777         ~           ~           ~    7:31:42.000  1107
 7:31:42.535         ~           ~           ~     740.27441  7:31:41.319  1107
 7:31:42.832         ~           ~      25.00970         ~    7:31:41.617  1107
 7:31:42.853         ~     734.78174         ~           ~    7:31:41.638  1107
 7:31:43.574   734.71979         ~           ~           ~    7:31:42.361  1107
 7:31:43.893         ~           ~           ~     740.27441  7:31:42.680  1107
 7:31:44.190         ~           ~      25.00970         ~    7:31:42.978  1107
 7:31:44.211         ~     734.78174         ~           ~    7:31:44.000  1107
 7:31:44.932   734.71979         ~           ~           ~    7:31:43.723  1107
 7:31:45.250         ~           ~           ~     740.27441  7:31:44.020  1107
 7:31:45.547         ~           ~      25.00970         ~    7:31:44.312  1107
 7:31:45.568         ~     739.42999         ~           ~    7:31:44.333  1107
 7:31:46.289   739.77777         ~           ~           ~    7:31:45.063  1107
 7:31:46.608         ~           ~           ~     740.27441  7:31:45.382  1107
 7:31:46.905         ~           ~      25.00970         ~    7:31:45.680  1107
 7:31:46.926         ~     739.42999         ~           ~    7:31:45.702  1107
 7:31:47.647   734.71979         ~           ~           ~    7:31:46.425  1107
 7:31:47.965         ~           ~           ~     740.27441  7:31:46.744  1107
 7:31:48.262         ~           ~      25.00970         ~    7:31:47.042  1107
 7:31:48.283         ~     734.78174         ~           ~    7:31:47.063  1107
 7:31:49.004   734.71979         ~           ~           ~    7:31:47.787  1107
 7:31:49.323         ~           ~           ~     740.27441  7:31:48.106  1107
 7:31:49.620         ~           ~      25.00970         ~    7:31:48.404  1107
 7:31:49.641         ~     734.78174         ~           ~    7:31:48.425  1107
 7:31:50.362   739.77777         ~           ~           ~    7:31:49.148  1107
 7:31:50.680         ~           ~           ~     740.27441  7:31:49.468  1107
 7:31:50.977         ~           ~      25.00970         ~    7:31:49.765  1107
 7:31:50.998         ~     739.42999         ~           ~    7:31:49.787  1107
 7:31:51.719   734.71979         ~           ~           ~    7:31:50.510  1107
 7:31:52.038         ~           ~           ~     740.27441  7:31:50.829  1107
 7:31:52.335         ~           ~      25.00970         ~    7:31:51.104  1107
 7:31:52.356         ~     734.78174         ~           ~    7:31:51.125  1107
 7:31:53.077   734.71979         ~           ~           ~    7:31:51.833  1107
 7:31:53.395         ~           ~           ~     740.27441  7:31:52.170  1107
 7:31:53.692         ~           ~      25.00970         ~    7:31:52.468  1107
 7:31:53.713         ~     734.78174         ~           ~    7:31:52.489  1107
 7:31:54.434   734.71979         ~           ~           ~    7:31:53.212  1107
 7:31:54.753         ~           ~           ~     740.27441  7:31:53.531  1107
 7:31:55.050         ~           ~      25.00970         ~    7:31:53.829  1107
 7:31:55.071         ~     734.78174         ~           ~    7:31:53.851  1107
 7:31:55.792   734.71979         ~           ~           ~    7:31:54.574  1107
 7:31:56.110         ~           ~           ~     740.27441  7:31:54.893  1107
 7:31:56.407         ~           ~      25.00970         ~    7:31:55.191  1107
 7:31:56.428         ~     734.78174         ~           ~    7:31:55.212  1107
 7:31:57.149   734.71979         ~           ~           ~    7:31:55.936  1107
 7:31:57.468         ~           ~           ~     740.27441  7:31:57.510  1107
 7:31:57.765         ~           ~      25.00970         ~    7:31:58.106  1107
 7:31:57.786         ~     734.78174         ~           ~    7:31:58.148  1107
 7:31:58.507   734.71979         ~           ~           ~    7:31:58.297  1107
 7:31:58.825         ~           ~           ~     740.27441  7:31:58.617  1107
 7:31:59.122         ~           ~      25.00970         ~    7:31:58.914  1107
 7:31:59.143         ~     734.78174         ~           ~    7:31:58.936  1107
 7:31:59.864   734.71979         ~           ~           ~    7:31:59.625  1107
 7:32:00.183         ~           ~           ~     740.27441  7:31:59.937  1107
 7:32:00.480         ~           ~      25.00970         ~    7:32:00.255  1107
 7:32:00.501         ~     734.78174         ~           ~    7:32:00.276  1107
 7:32:01.222   734.71979         ~           ~           ~    7:32:02.000  1107
 7:32:01.540         ~           ~           ~     740.27441  7:32:01.319  1107
 7:32:01.837         ~           ~      25.00970         ~    7:32:01.617  1107
 7:32:01.858         ~     734.78174         ~           ~    7:32:01.638  1107
 7:32:02.579   734.71979         ~           ~           ~    7:32:02.361  1107
 7:32:02.898         ~           ~           ~     740.27441  7:32:02.680  1107
 7:32:03.195         ~           ~      25.00970         ~    7:32:02.978  1107
 7:32:03.216         ~     734.78174         ~           ~    7:32:04.000  1107
 7:32:03.937   734.71979         ~           ~           ~    7:32:03.723  1107
 7:32:04.255         ~           ~           ~     740.27441  7:32:04.042  1107
 7:32:04.552         ~           ~      25.00970         ~    7:32:04.340  1107
 7:32:04.573         ~     739.42999         ~           ~    7:32:04.361  1107
 7:32:05.294   739.77777         ~           ~           ~    7:32:05.085  1107
 7:32:05.613         ~           ~           ~     740.27441  7:32:05.404  1107
 7:32:05.910         ~           ~      25.00970         ~    7:32:05.702  1107
 7:32:05.931         ~     734.78174         ~           ~    7:32:05.723  1107
 7:32:06.652   734.71979         ~           ~           ~    7:32:06.416  1107
 7:32:06.970         ~           ~           ~     740.27441  7:32:06.729  1107
